obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""3776.244""","=""0.004""","=""3776.243""","=""0.006""","=""39""","=""""",,"=""48233.3565""","=""50881.491""","=""3d2.4s.(4F<7/2>).4f""","=""2[13/2]*""","=""7""","=""3d2.4s.(4F<7/2>).5g""","=""2[15/2]""","=""8""",,"=""""","=""L12119""",
"=""3777.111""","=""0.004""","=""3777.111""","=""0.004""","=""29""","=""""",,"=""48400.3506""","=""51047.877""","=""3d2.4s.(4F<9/2>).4f""","=""2[13/2]*""","=""6""","=""3d2.4s.(4F<9/2>).5g""","=""2[15/2]""","=""7""",,"=""""","=""L12119""",
"=""3777.173""","=""0.004""","=""3777.171""","=""0.004""","=""28""","=""""",,"=""48232.6032""","=""50880.087""","=""3d2.4s.(4F<7/2>).4f""","=""2[11/2]*""","=""5""","=""3d2.4s.(4F<7/2>).5g""","=""2[13/2]""","=""6""",,"=""""","=""L12119""",
"=""3777.319""","=""0.004""","=""3777.319""","=""0.004""","=""17""","=""""",,"=""48008.1086""","=""50655.489""","=""3d2.4s.(4F<3/2>).4f""","=""2[9/2]*""","=""4""","=""3d2.4s.(4F<3/2>).5g""","=""2[11/2]""","=""5""",,"=""""","=""L12119""",
"=""3777.456""","=""0.014""","=""3777.450""","=""0.004""","=""8""","=""""",,"=""48232.6032""","=""50879.892""","=""3d2.4s.(4F<7/2>).4f""","=""2[11/2]*""","=""5""","=""3d2.4s.(4F<7/2>).5g""","=""2[11/2]""","=""6""",,"=""""","=""L12119""",
"=""3777.456""","=""0.014""","=""3777.464""","=""0.004""","=""8""","=""""",,"=""48232.6032""","=""50879.882""","=""3d2.4s.(4F<7/2>).4f""","=""2[11/2]*""","=""5""","=""3d2.4s.(4F<7/2>).5g""","=""2[9/2]""","=""5""",,"=""""","=""L12119""",
"=""3778.159""","=""0.014""","=""3778.160""","=""0.007""","=""6""","=""""",,"=""48401.085""","=""51047.876""","=""3d2.4s.(4F<9/2>).4f""","=""2[15/2]*""","=""8""","=""3d2.4s.(4F<9/2>).5g""","=""2[15/2]""","=""8""",,"=""""","=""L12119""",
"=""3778.201""","=""0.004""","=""3778.202""","=""0.004""","=""11""","=""""",,"=""48400.3506""","=""51047.112""","=""3d2.4s.(4F<9/2>).4f""","=""2[13/2]*""","=""6""","=""3d2.4s.(4F<9/2>).5g""","=""2[13/2]""","=""6""",,"=""""","=""L12119""",
"=""3778.230""","=""0.004""","=""3778.236""","=""0.006""","=""11""","=""""",,"=""48233.3565""","=""50880.094""","=""3d2.4s.(4F<7/2>).4f""","=""2[13/2]*""","=""7""","=""3d2.4s.(4F<7/2>).5g""","=""2[13/2]""","=""7""",,"=""""","=""L12119""",
"=""3778.490""","=""0.004""","=""3778.490""","=""0.006""","=""50""","=""""",,"=""48103.072""","=""50749.632""","=""3d2.4s.(4F<5/2>).4f""","=""2[11/2]*""","=""6""","=""3d2.4s.(4F<5/2>).5g""","=""2[13/2]""","=""7""",,"=""""","=""L12119""",
"=""3779.488""","=""0.004""","=""3779.486""","=""0.004""","=""16""","=""""",,"=""48008.1086""","=""50653.971""","=""3d2.4s.(4F<3/2>).4f""","=""2[9/2]*""","=""4""","=""3d2.4s.(4F<3/2>).5g""","=""2[9/2]""","=""4""",,"=""""","=""L12119""",
"=""3780.114""","=""0.014""","=""3780.117""","=""0.006""","=""5""","=""""",,"=""48103.072""","=""50748.493""","=""3d2.4s.(4F<5/2>).4f""","=""2[11/2]*""","=""6""","=""3d2.4s.(4F<5/2>).5g""","=""2[11/2]""","=""6""",,"=""""","=""L12119""",
"=""3780.543""","=""0.004""","=""3780.543""","=""0.004""","=""34""","=""""",,"=""48104.5021""","=""50749.625""","=""3d2.4s.(4F<5/2>).4f""","=""2[11/2]*""","=""5""","=""3d2.4s.(4F<5/2>).5g""","=""2[13/2]""","=""6""",,"=""""","=""L12119""",
"=""3781.631""","=""0.004""","=""3781.630""","=""0.004""","=""16""","=""""",,"=""48010.3965""","=""50654.759""","=""3d2.4s.(4F<3/2>).4f""","=""2[5/2]*""","=""3""","=""3d2.4s.(4F<3/2>).5g""","=""2[7/2]""","=""4""",,"=""""","=""L12119""",
"=""3781.711""","=""0.014""","=""3781.712""","=""0.009""","=""5""","=""""",,"=""48236.2911""","=""50880.596""","=""3d2.4s.(4F<7/2>).4f""","=""2[9/2]*""","=""4""","=""3d2.4s.(4F<7/2>).5g""","=""2[9/2]""","=""4""",,"=""""","=""L12119""",
"=""3781.875""","=""0.004""","=""3781.876""","=""0.006""","=""17""","=""""",,"=""48010.5835""","=""50654.774""","=""3d2.4s.(4F<3/2>).4f""","=""2[5/2]*""","=""2""","=""3d2.4s.(4F<3/2>).5g""","=""2[7/2]""","=""3""",,"=""""","=""L12119""",
"=""3782.380""","=""0.004""","=""3782.382""","=""0.003""","=""12""","=""""",,"=""48404.4036""","=""51048.240""","=""3d2.4s.(4F<9/2>).4f""","=""2[11/2]*""","=""5""","=""3d2.4s.(4F<9/2>).5g""","=""2[9/2]""","=""5""",,"=""""","=""L12119""",
"=""3782.496""","=""0.004""","=""3782.496""","=""0.004""","=""11""","=""""",,"=""48404.4870""","=""51048.244""","=""3d2.4s.(4F<9/2>).4f""","=""2[9/2]*""","=""4""","=""3d2.4s.(4F<9/2>).5g""","=""2[9/2]""","=""4""",,"=""""","=""L12119""",
"=""3782.640""","=""0.004""","=""3782.640""","=""0.004""","=""18""","=""""",,"=""48105.1797""","=""50748.836""","=""3d2.4s.(4F<5/2>).4f""","=""2[5/2]*""","=""3""","=""3d2.4s.(4F<5/2>).5g""","=""2[7/2]""","=""4""",,"=""""","=""L12119""",
"=""3782.735""","=""0.004""","=""3782.734""","=""0.004""","=""15""","=""""",,"=""48236.2911""","=""50879.882""","=""3d2.4s.(4F<7/2>).4f""","=""2[9/2]*""","=""4""","=""3d2.4s.(4F<7/2>).5g""","=""2[9/2]""","=""5""",,"=""""","=""L12119""",
"=""3782.841""","=""0.014""","=""3782.841""","=""0.009""","=""8""","=""""",,"=""48236.2911""","=""50879.807""","=""3d2.4s.(4F<7/2>).4f""","=""2[9/2]*""","=""4""","=""3d2.4s.(4F<7/2>).5g""","=""2[11/2]""","=""5""",,"=""""","=""L12119""",
"=""3783.323""","=""0.004""","=""3783.324""","=""0.004""","=""40""","=""""",,"=""48012.3158""","=""50655.494""","=""3d2.4s.(4F<3/2>).4f""","=""2[9/2]*""","=""5""","=""3d2.4s.(4F<3/2>).5g""","=""2[11/2]""","=""6""",,"=""""","=""L12119""",
"=""3783.542""","=""0.004""","=""3783.542""","=""0.003""","=""16""","=""""",,"=""48404.4036""","=""51047.4295""","=""3d2.4s.(4F<9/2>).4f""","=""2[11/2]*""","=""5""","=""3d2.4s.(4F<9/2>).5g""","=""2[11/2]""","=""6""",,"=""""","=""L12119""",
"=""3783.668""","=""0.004""","=""3783.665""","=""0.004""","=""14""","=""""",,"=""48404.4870""","=""51047.427""","=""3d2.4s.(4F<9/2>).4f""","=""2[9/2]*""","=""4""","=""3d2.4s.(4F<9/2>).5g""","=""2[11/2]""","=""5""",,"=""""","=""L12119""",
"=""3784.012""","=""0.014""","=""3783.997""","=""0.004""","=""7""","=""""",,"=""48404.4036""","=""51047.112""","=""3d2.4s.(4F<9/2>).4f""","=""2[11/2]*""","=""5""","=""3d2.4s.(4F<9/2>).5g""","=""2[13/2]""","=""6""",,"=""""","=""L12119""",
"=""3784.609""","=""0.014""","=""3784.607""","=""0.010""","=""2""","=""""",,"=""48407.7054""","=""51049.988""","=""3d2.4s.(4F<9/2>).4f""","=""2[7/2]*""","=""3""","=""3d2.4s.(4F<9/2>).5g""","=""2[7/2]""","=""3""",,"=""""","=""L12119""",
"=""3785.122""","=""0.014""","=""3785.126""","=""0.010""","=""3""","=""""",,"=""48408.0679""","=""51049.988""","=""3d2.4s.(4F<9/2>).4f""","=""2[5/2]*""","=""2""","=""3d2.4s.(4F<9/2>).5g""","=""2[7/2]""","=""3""",,"=""""","=""L12119""",
"=""3785.501""","=""0.004""","=""3785.503""","=""0.003""","=""14""","=""""",,"=""48012.3158""","=""50653.973""","=""3d2.4s.(4F<3/2>).4f""","=""2[9/2]*""","=""5""","=""3d2.4s.(4F<3/2>).5g""","=""2[9/2]""","=""5""",,"=""""","=""L12119""",
"=""3785.685""","=""0.014""","=""3785.682""","=""0.009""","=""8""","=""""",,"=""48239.0643""","=""50880.596""","=""3d2.4s.(4F<7/2>).4f""","=""2[7/2]*""","=""3""","=""3d2.4s.(4F<7/2>).5g""","=""2[9/2]""","=""4""",,"=""""","=""L12119""",
"=""3786.224""","=""0.014""","=""3786.216""","=""0.009""","=""7""","=""""",,"=""48407.7054""","=""51048.865""","=""3d2.4s.(4F<9/2>).4f""","=""2[7/2]*""","=""3""","=""3d2.4s.(4F<9/2>).5g""","=""2[7/2]""","=""4""",,"=""""","=""L12119""",
"=""3787.101""","=""0.004""","=""3787.101""","=""0.004""","=""42""","=""""",,"=""48240.9468""","=""50881.489""","=""3d2.4s.(4F<7/2>).4f""","=""2[13/2]*""","=""6""","=""3d2.4s.(4F<7/2>).5g""","=""2[15/2]""","=""7""",,"=""""","=""L12119""",
"=""3788.403""","=""0.014""","=""3788.406""","=""0.009""","=""9""","=""""",,"=""48240.9634""","=""50880.596""","=""3d2.4s.(4F<7/2>).4f""","=""2[5/2]*""","=""3""","=""3d2.4s.(4F<7/2>).5g""","=""2[9/2]""","=""4""",,"=""""","=""L12119""",
"=""3788.459""","=""0.004""","=""3788.459""","=""0.004""","=""12""","=""""",,"=""48109.8026""","=""50749.398""","=""3d2.4s.(4F<5/2>).4f""","=""2[3/2]*""","=""2""","=""3d2.4s.(4F<5/2>).5g""","=""2[7/2]""","=""3""",,"=""""","=""L12119""",
"=""3789.105""","=""0.014""","=""3789.103""","=""0.006""","=""7*""","=""""",,"=""48240.9468""","=""50880.094""","=""3d2.4s.(4F<7/2>).4f""","=""2[13/2]*""","=""6""","=""3d2.4s.(4F<7/2>).5g""","=""2[13/2]""","=""7""",,"=""""","=""L12119""",
"=""3789.105""","=""0.014""","=""3789.113""","=""0.004""","=""7*""","=""""",,"=""48240.9468""","=""50880.087""","=""3d2.4s.(4F<7/2>).4f""","=""2[13/2]*""","=""6""","=""3d2.4s.(4F<7/2>).5g""","=""2[13/2]""","=""6""",,"=""""","=""L12119""",
"=""3792.889""","=""0.017""","=""3792.893""","=""0.007""","=""24""","=""""",,"=""17369.529""","=""20006.039""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""",,"=""""","=""L10989""",
"=""3793.736""","=""0.014""","=""3793.739""","=""0.009""","=""10""","=""""",,"=""48412.9432""","=""51048.865""","=""3d2.4s.(4F<9/2>).4f""","=""2[7/2]*""","=""4""","=""3d2.4s.(4F<9/2>).5g""","=""2[7/2]""","=""4""",,"=""""","=""L12119""",
"=""3794.321""","=""0.004""","=""3794.320""","=""0.006""","=""43""","=""""",,"=""48414.1235""","=""51049.642""","=""3d2.4s.(4F<9/2>).4f""","=""2[15/2]*""","=""7""","=""3d2.4s.(4F<9/2>).5g""","=""2[17/2]""","=""8""",,"=""""","=""L12119""",
"=""3794.637""","=""0.014""","=""3794.639""","=""0.003""","=""10""","=""""",,"=""48412.9432""","=""51048.240""","=""3d2.4s.(4F<9/2>).4f""","=""2[7/2]*""","=""4""","=""3d2.4s.(4F<9/2>).5g""","=""2[9/2]""","=""5""",,"=""""","=""L12119""",
"=""3796.862""","=""0.014""","=""3796.863""","=""0.006""","=""7*""","=""""",,"=""48414.1235""","=""51047.877""","=""3d2.4s.(4F<9/2>).4f""","=""2[15/2]*""","=""7""","=""3d2.4s.(4F<9/2>).5g""","=""2[15/2]""","=""7""",,"=""""","=""L12119""",
"=""3796.862""","=""0.014""","=""3796.864""","=""0.006""","=""7*""","=""""",,"=""48414.1235""","=""51047.876""","=""3d2.4s.(4F<9/2>).4f""","=""2[15/2]*""","=""7""","=""3d2.4s.(4F<9/2>).5g""","=""2[15/2]""","=""8""",,"=""""","=""L12119""",
"=""3817.601""","=""0.017""","=""3817.616""","=""0.009""","=""7""","=""""",,"=""39526.912""","=""42146.348""","=""3d3.(4F).5s""","=""f 3F""","=""2""","=""3d.4s2.4p""","=""q 3D*""","=""1""",,"=""""","=""L10989""",
"=""3831.061""","=""0.018""","=""3831.067""","=""0.009""","=""9""","=""""",,"=""35242.198""","=""37852.437""","=""3d4""","=""3F2""","=""4""","=""3d3.(2D2).4p""","=""u 3F*""","=""4""",,"=""""","=""L10989""",
"=""3842.778""","=""0.018""","=""3842.784""","=""0.007""","=""7""","=""""",,"=""29912.286""","=""32514.566""","=""3d2.(3F).4s.4p.(1P*)""","=""w 3D*""","=""3""","=""3d3.(2D1).4s""","=""3D""","=""3""",,"=""""","=""L10989""",
"=""3855.310""","=""0.018""","=""3855.327""","=""0.016""","=""7""","=""""",,"=""39077.753""","=""41671.567""","=""3d3.(2D2).4p""","=""x 1P*""","=""1""","=""3d3.(2D1).4s""","=""1D""","=""2""",,"=""""","=""L10989""",
"=""3867.169""","=""0.018""","=""3867.164""","=""0.006""","=""120""","=""8.00e+03""",B,"=""17540.188""","=""20126.062""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""",,"=""T8000""","=""L10989""",
"=""3872.686""","=""0.018""","=""3872.692""","=""0.006""","=""81""","=""8.00e+03""",B',"=""17423.856""","=""20006.039""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""",,"=""T8000""","=""L10989""",
"=""3891.862""","=""0.018""","=""3891.868""","=""0.008""","=""8""","=""""",,"=""35174.502""","=""37743.962""","=""3d4""","=""3F2""","=""3""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""3893.591""","=""0.018""","=""3893.587""","=""0.009""","=""60""","=""7.00e+03""",C+,"=""17369.529""","=""19937.855""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""",,"=""T8000""","=""L10989""",
"=""3897.513""","=""0.018""","=""3897.520""","=""0.008""","=""8""","=""""",,"=""39641.021""","=""42206.755""","=""3d3.(4F).5s""","=""f 3F""","=""3""","=""3d.4s2.4p""","=""q 3D*""","=""2""",,"=""""","=""L10989""",
"=""3927.975""","=""0.019""","=""3927.981""","=""0.006""","=""10""","=""""",,"=""25068.842""","=""27614.679""","=""3d3.(2F).4s""","=""3F""","=""3""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""4""",,"=""""","=""L10989""",
"=""3950.586""","=""0.019""","=""3950.594""","=""0.011""","=""8""","=""""",,"=""35123.425""","=""37654.690""","=""3d4""","=""3F2""","=""2""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""""","=""L10989""",
"=""3956.941""","=""0.019""","=""3956.931""","=""0.013""","=""13""","=""""",,"=""36000.148""","=""38527.359""","=""3d2.(1G).4s.4p.(1P*)""","=""y 1G*""","=""4""","=""3d4""","=""1G2""","=""4""",,"=""""","=""L10989""",
"=""3959.841""","=""0.019""","=""3959.861""","=""0.009""","=""8""","=""""",,"=""39785.923""","=""42311.264""","=""3d3.(4F).5s""","=""f 3F""","=""4""","=""3d.4s2.4p""","=""q 3D*""","=""3""",,"=""""","=""L10989""",
"=""3977.731""","=""0.019""","=""3977.726""","=""0.008""","=""23""","=""""",,"=""17423.856""","=""19937.855""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""",,"=""""","=""L10989""",
"=""3997.162""","=""0.019""","=""3997.180""","=""0.010""","=""8""","=""""",,"=""35242.198""","=""37743.962""","=""3d4""","=""3F2""","=""4""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""4000.242""","=""0.019""","=""4000.243""","=""0.011""","=""8""","=""""",,"=""33700.884""","=""36200.732""","=""3d3.(4F).4p""","=""w 3F*""","=""4""","=""3d4""","=""b 3G""","=""5""",,"=""""","=""L10989""",
"=""4055.392""","=""0.020""","=""4055.395""","=""0.007""","=""22""","=""""",,"=""17540.188""","=""20006.039""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""",,"=""""","=""L10989""",
"=""4078.235""","=""0.020""","=""4078.245""","=""0.008""","=""9""","=""""",,"=""33680.248""","=""36132.283""","=""3d3.(4F).4p""","=""w 3F*""","=""3""","=""3d4""","=""b 3G""","=""4""",,"=""""","=""L10989""",
"=""4084.75""","=""0.02""","=""4084.752""","=""0.010""","=""8""","=""""",,"=""35242.198""","=""37690.327""","=""3d4""","=""3F2""","=""4""","=""3d3.(2G).4p""","=""v 3G*""","=""5""",,"=""""","=""L10989""",
"=""4092.66""","=""0.02""","=""4092.671""","=""0.008""","=""8""","=""""",,"=""35174.502""","=""37617.894""","=""3d4""","=""3F2""","=""3""","=""3d3.(2G).4p""","=""v 3G*""","=""4""",,"=""""","=""L10989""",
"=""4112.45""","=""0.02""","=""4112.463""","=""0.008""","=""8""","=""""",,"=""35123.425""","=""37555.058""","=""3d4""","=""3F2""","=""2""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""""","=""L10989""",
"=""4150.07""","=""0.02""","=""4150.072""","=""0.009""","=""9""","=""""",,"=""33655.869""","=""36065.466""","=""3d3.(4F).4p""","=""w 3F*""","=""2""","=""3d4""","=""b 3G""","=""3""",,"=""""","=""L10989""",
"=""4156.22""","=""0.02""","=""4156.235""","=""0.010""","=""10""","=""""",,"=""25092.958""","=""27498.982""","=""3d3.(2F).4s""","=""3F""","=""2""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3G*""","=""3""",,"=""""","=""L10989""",
"=""4502.81""","=""0.02""","=""4502.821""","=""0.012""","=""11""","=""""",,"=""35469.497""","=""37690.327""","=""3d4""","=""3H""","=""6""","=""3d3.(2G).4p""","=""v 3G*""","=""5""",,"=""""","=""L10989""",
"=""4509.25""","=""0.02""","=""4509.260""","=""0.012""","=""11""","=""""",,"=""35400.235""","=""37617.894""","=""3d4""","=""3H""","=""5""","=""3d3.(2G).4p""","=""v 3G*""","=""4""",,"=""""","=""L10989""",
"=""4525.90""","=""0.02""","=""4525.905""","=""0.012""","=""10""","=""""",,"=""35345.555""","=""37555.058""","=""3d4""","=""3H""","=""4""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""""","=""L10989""",
"=""4555.20""","=""0.02""","=""4555.203""","=""0.008""","=""40""","=""""",,"=""20209.447""","=""22404.739""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1F*""","=""3""",,"=""""","=""L10989""",
"=""4699.48""","=""0.03""","=""4699.46""","=""0.03""","=""9""","=""""",,"=""41671.567""","=""43799.471""","=""3d3.(2D1).4s""","=""1D""","=""2""","=""3d3.(2D2).4p""","=""u 1D*""","=""2""",,"=""""","=""L10989""",
"=""4709.80""","=""0.03""","=""4709.830""","=""0.013""","=""9""","=""""",,"=""37538.862""","=""39662.081""","=""3d2.4s.(4F).5s""","=""e 3F""","=""2""","=""3d3.(2D2).4p""","=""s 3D*""","=""1""",,"=""""","=""L10989""",
"=""4771.91""","=""0.03""","=""4771.912""","=""0.011""","=""10""","=""""",,"=""37690.327""","=""39785.923""","=""3d3.(2G).4p""","=""v 3G*""","=""5""","=""3d3.(4F).5s""","=""f 3F""","=""4""",,"=""""","=""L10989""",
"=""4796.59""","=""0.03""","=""4796.593""","=""0.012""","=""11""","=""""",,"=""33980.653""","=""36065.466""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""2""","=""3d4""","=""b 3G""","=""3""",,"=""""","=""L10989""",
"=""4869.30""","=""0.03""","=""4869.315""","=""0.009""","=""12""","=""""",,"=""34078.606""","=""36132.283""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""3""","=""3d4""","=""b 3G""","=""4""",,"=""""","=""L10989""",
"=""4916.94""","=""0.03""","=""4916.938""","=""0.010""","=""57""","=""""",,"=""17540.188""","=""19573.974""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""",,"=""""","=""L10989""",
"=""4922.55""","=""0.03""","=""4922.565""","=""0.015""","=""9""","=""""",,"=""43009.4937""","=""45040.955""","=""3d4""","=""3F1""","=""4""","=""3d3.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
"=""4935.89""","=""0.03""","=""4935.902""","=""0.015""","=""9""","=""""",,"=""37659.992""","=""39685.964""","=""3d2.4s.(4F).5s""","=""e 3F""","=""3""","=""3d3.(2D2).4p""","=""s 3D*""","=""2""",,"=""""","=""L10989""",
"=""4942.82""","=""0.03""","=""4942.843""","=""0.010""","=""10""","=""""",,"=""37617.894""","=""39641.021""","=""3d3.(2G).4p""","=""v 3G*""","=""4""","=""3d3.(4F).5s""","=""f 3F""","=""3""",,"=""""","=""L10989""",
"=""4954.67""","=""0.03""","=""4954.657""","=""0.015""","=""46""","=""""",,"=""20062.886""","=""22081.189""","=""3d3.(2P).4s""","=""a 1P""","=""1""","=""3d2.(3F).4s.4p.(3P*)""","=""z 1D*""","=""2""",,"=""""","=""L10989""",
"=""5005.69""","=""0.03""","=""5005.696""","=""0.010""","=""40""","=""""",,"=""17423.856""","=""19421.580""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""",,"=""""","=""L10989""",
"=""5010.67""","=""0.03""","=""5010.655""","=""0.015""","=""12""","=""""",,"=""34204.985""","=""36200.732""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""4""","=""3d4""","=""b 3G""","=""5""",,"=""""","=""L10989""",
"=""5029.55""","=""0.03""","=""5029.538""","=""0.015""","=""12""","=""""",,"=""25037.405""","=""27025.659""","=""3d3.(2F).4s""","=""3F""","=""4""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""4""",,"=""""","=""L10989""",
"=""5033.06""","=""0.03""","=""5033.067""","=""0.010""","=""9""","=""""",,"=""34078.606""","=""36065.466""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""3""","=""3d4""","=""b 3G""","=""3""",,"=""""","=""L10989""",
"=""5048.53""","=""0.03""","=""5048.526""","=""0.010""","=""39""","=""""",,"=""18145.286""","=""20126.062""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""",,"=""""","=""L10989""",
"=""5071.35""","=""0.03""","=""5071.369""","=""0.013""","=""9""","=""""",,"=""37555.058""","=""39526.912""","=""3d3.(2G).4p""","=""v 3G*""","=""3""","=""3d3.(4F).5s""","=""f 3F""","=""2""",,"=""""","=""L10989""",
"=""5109.70""","=""0.03""","=""5109.694""","=""0.018""","=""9""","=""""",,"=""42965.9148""","=""44922.979""","=""3d4""","=""3F1""","=""3""","=""3d3.(4F).5p""","=""3F*""","=""3""",,"=""""","=""L10989""",
"=""5119.14""","=""0.03""","=""5119.135""","=""0.010""","=""29""","=""""",,"=""17369.529""","=""19322.984""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""",,"=""""","=""L10989""",
"=""5142.30""","=""0.03""","=""5142.308""","=""0.011""","=""19""","=""""",,"=""18061.387""","=""20006.039""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""",,"=""""","=""L10989""",
"=""5148.38""","=""0.03""","=""5148.355""","=""0.016""","=""12""","=""""",,"=""17995.487""","=""19937.855""","=""3d3.(2P).4s""","=""b 3P""","=""0""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""1""",,"=""""","=""L10989""",
"=""5152.44""","=""0.03""","=""5152.442""","=""0.013""","=""9""","=""""",,"=""42214.7689""","=""44155.596""","=""3d2.4s.(4F).4d""","=""3H""","=""4""","=""3d2.4s.(4F).5p""","=""3G*""","=""3""",,"=""""","=""L10989""",
"=""5165.22""","=""0.03""","=""5165.239""","=""0.019""","=""9""","=""""",,"=""43467.537""","=""45403.556""","=""3d2.4s.(4F).5p""","=""r 3F*""","=""2""","=""3d2.4s.(2F).4d""","=""3G""","=""3""",,"=""""","=""L10989""",
"=""5172.01""","=""0.03""","=""5172.005""","=""0.013""","=""9""","=""""",,"=""37852.437""","=""39785.923""","=""3d3.(2D2).4p""","=""u 3F*""","=""4""","=""3d3.(4F).5s""","=""f 3F""","=""4""",,"=""""","=""L10989""",
"=""5188.62""","=""0.03""","=""5188.611""","=""0.013""","=""9""","=""""",,"=""34204.985""","=""36132.283""","=""3d2.(1G).4s.4p.(3P*)""","=""v 3F*""","=""4""","=""3d4""","=""b 3G""","=""4""",,"=""""","=""L10989""",
"=""5220.66""","=""0.03""","=""5220.678""","=""0.019""","=""9""","=""""",,"=""43583.355""","=""45498.815""","=""3d2.4s.(4F).5p""","=""r 3F*""","=""3""","=""3d2.4s.(2F).4d""","=""3G""","=""4""",,"=""""","=""L10989""",
"=""5265.57""","=""0.03""","=""5265.575""","=""0.011""","=""13""","=""""",,"=""17423.856""","=""19322.984""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""2""",,"=""""","=""L10989""",
"=""5271.31""","=""0.03""","=""5271.317""","=""0.011""","=""9""","=""""",,"=""37743.962""","=""39641.021""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""","=""3d3.(4F).5s""","=""f 3F""","=""3""",,"=""""","=""L10989""",
"=""5289.09""","=""0.03""","=""5289.100""","=""0.017""","=""9""","=""""",,"=""37824.758""","=""39715.439""","=""3d2.4s.(4F).5s""","=""e 3F""","=""4""","=""3d3.(2D2).4p""","=""s 3D*""","=""3""",,"=""""","=""L10989""",
"=""5293.78""","=""0.03""","=""5293.793""","=""0.011""","=""9""","=""""",,"=""42368.0934""","=""44257.098""","=""3d2.4s.(4F).4d""","=""3H""","=""5""","=""3d2.4s.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L10989""",
"=""5303.93""","=""0.03""","=""5303.951""","=""0.023""","=""9""","=""""",,"=""43744.793""","=""45630.180""","=""3d2.4s.(4F).5p""","=""r 3F*""","=""4""","=""3d2.4s.(2F).4d""","=""3G""","=""5""",,"=""""","=""L10989""",
"=""5315.22""","=""0.03""","=""5315.213""","=""0.011""","=""13""","=""""",,"=""17540.188""","=""19421.580""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""",,"=""""","=""L10989""",
