obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""694.400""","=""694.3981""","=""0.0039""","=""3""","=""""",,"=""28204.20""","=""42601.19""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""695.255""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""695.559""","=""695.5552""","=""0.0039""","=""15""","=""""",,"=""23982.80""","=""38355.84""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""695.632""","=""695.6287""","=""0.0039""","=""1""","=""""",,"=""29479.32""","=""43850.84""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""695.684""","=""695.6815""","=""0.0039""","=""10""","=""""",,"=""32135.94""","=""46506.37""","=""5d5.(4G).6s""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""695.739""","=""695.7367""","=""0.0039""","=""2""","=""""",,"=""28204.20""","=""42573.49""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""695.877""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""696.412""","=""696.4089""","=""0.0039""","=""25""","=""2.28e+04""",C,"=""13307.10""","=""27662.52""","=""5d4.6s2""","=""3P2""","=""1""","=""5d4.6s.(6D).6p""","=""5F*""","=""2""",,"=""T4976""","=""L153""",
"=""696.496""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""696.943""","=""696.9400""","=""0.0039""","=""6""","=""""",,"=""35311.56""","=""49656.04""","=""""","=""*""","=""2""","=""5d4.6s.(6D).7s""","=""5D""","=""3""",,"=""""","=""L153""",
"=""697.164""","=""697.1602""","=""0.0039""","=""15""","=""""",,"=""33201.61""","=""47541.56""","=""5d5.(2G2).6s""","=""3G""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153,L416""",
"=""697.411""","=""697.4078""","=""0.0039""","=""3""","=""""",,"=""36190.49""","=""50525.35""","=""""","=""*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L153""",
"=""697.489""","=""697.4885""","=""0.0039""","=""4""","=""""",,"=""30586.64""","=""44919.84""","=""5d4.6s.(6D).6p""","=""5P*""","=""3""","=""5d4.6s.(6D).7s""","=""7D""","=""2""",,"=""""","=""L153""",
"=""697.729""","=""697.7154""","=""0.0039""","=""5*""","=""""",,"=""20983.02""","=""35311.56""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""697.729""","=""697.7334""","=""0.0039""","=""5*""","=""""",,"=""37674.08""","=""52002.25""","=""""","=""*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L153c23""",
"=""697.784""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""697.847""","=""697.8440""","=""0.0039""","=""3""","=""""",,"=""17107.01""","=""31432.91""","=""5d4.6s2""","=""3F2""","=""4""","=""5d4.6s.(6D).6p""","=""5F*""","=""4""",,"=""""","=""L153""",
"=""698.188""","=""698.1832""","=""0.0039""","=""6""","=""""",,"=""23455.02""","=""37773.96""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""698.427""","=""698.4261""","=""0.0039""","=""40""","=""4.4e+04""",D,"=""13348.56""","=""27662.52""","=""5d4.6s2""","=""3G""","=""3""","=""5d4.6s.(6D).6p""","=""5F*""","=""2""",,"=""T4976""","=""L153""",
"=""698.580""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""698.927""","=""698.9256""","=""0.0039""","=""15""","=""""",,"=""18082.83""","=""32386.56""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
"=""699.150""","=""699.1480""","=""0.0039""","=""12""","=""""",,"=""28233.44""","=""42532.62""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""699.184""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""699.296""","=""699.2937""","=""0.0039""","=""10""","=""""",,"=""31077.80""","=""45374.00""","=""""","=""""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153,L416""",
"=""699.327""","=""699.3211""","=""0.0039""","=""30""","=""5.8e+04""",D,"=""19826.04""","=""34121.68""","=""5d4.6s2""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""T4976""","=""L153""",
"=""699.365""","=""699.3642""","=""0.0039""","=""4""","=""""",,"=""27670.48""","=""41965.24""","=""5d5.(4F).6s""","=""5F""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
"=""699.406""","=""699.4013""","=""0.0039""","=""15""","=""5.2e+04""",D,"=""19827.68""","=""34121.68""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""T4976""","=""L153""",
"=""700.156""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""700.270""","=""700.2685""","=""0.0039""","=""10""","=""""",,"=""23930.08""","=""38206.38""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""700.968""","=""700.9682""","=""0.0039""","=""8""","=""""",,"=""29479.32""","=""43741.37""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""701.140""","=""701.1378""","=""0.0039""","=""6""","=""""",,"=""32238.02""","=""46496.62""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""7D""","=""3""",,"=""""","=""L153""",
"=""701.338""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""701.452""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""701.576""","=""701.5727""","=""0.0039""","=""8""","=""""",,"=""33291.80""","=""47541.56""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
"=""701.622""","=""701.6210""","=""0.0039""","=""8""","=""""",,"=""36874.36""","=""51123.14""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""5D""","=""4""",,"=""""","=""L153""",
"=""701.788""","=""701.7875""","=""0.0039""","=""20""","=""""",,"=""28204.20""","=""42449.60""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""702.026""","=""702.0245""","=""0.0039""","=""8""","=""""",,"=""24789.66""","=""39030.25""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""702.789""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""702.868""","=""702.8641""","=""0.0040""","=""12""","=""""",,"=""23982.80""","=""38206.38""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""703.050""","=""703.0578""","=""0.0040""","=""10""","=""""",,"=""14976.18""","=""29195.84""","=""5d4.6s2""","=""3D""","=""2""","=""5d4.6s.(6D).6p""","=""5D*""","=""2""",,"=""""","=""L153""",
"=""703.156""","=""703.1547""","=""0.0040""","=""2""","=""""",,"=""33952.85""","=""48170.55""","=""5d5.(4D).6s""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
"=""703.199""","=""703.1993""","=""0.0040""","=""3""","=""""",,"=""28233.44""","=""42450.24""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""703.238""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""703.314""","=""703.3120""","=""0.0040""","=""2""","=""""",,"=""35299.82""","=""49514.34""","=""""","=""""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
"=""703.332""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""703.480""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""704.394""","=""704.3948""","=""0.0040""","=""4w""","=""""",,"=""37414.11""","=""51606.78""","=""""","=""""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153,L416""",
"=""705.616""","=""705.6094""","=""0.0040""","=""12""","=""""",,"=""20174.20""","=""34342.44""","=""5d4.6s2""","=""1S2""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""705.659""","=""705.6542""","=""0.0040""","=""3""","=""""",,"=""29853.66""","=""44021.00""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""705.873""","=""705.8735""","=""0.0040""","=""10*""","=""""",,"=""14976.18""","=""29139.12""","=""5d4.6s2""","=""3D""","=""2""","=""5d4.6s.(6D).6p""","=""5F*""","=""3""",,"=""""","=""L153""",
"=""705.873""","=""705.8764""","=""0.0040""","=""10*""","=""""",,"=""37773.96""","=""51936.84""","=""""","=""*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L153""",
"=""706.086""","=""706.0908""","=""0.0040""","=""5""","=""""",,"=""33201.61""","=""47360.19""","=""5d5.(2G2).6s""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
"=""706.104""","=""706.1018""","=""0.0040""","=""10""","=""""",,"=""28291.88""","=""42450.24""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""706.136""","=""706.1337""","=""0.0040""","=""12""","=""""",,"=""28291.88""","=""42449.60""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""706.176""","=""706.1751""","=""0.0040""","=""2""","=""""",,"=""35499.15""","=""49656.04""","=""""","=""*""","=""3""","=""5d4.6s.(6D).7s""","=""5D""","=""3""",,"=""""","=""L153""",
"=""706.688""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""706.749""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""707.044""","=""707.0411""","=""0.0040""","=""5""","=""""",,"=""13348.56""","=""27488.11""","=""5d4.6s2""","=""3G""","=""3""","=""5d5.(6S).6p""","=""7P*""","=""3""",,"=""""","=""L153""",
"=""707.070""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""707.145""","=""707.1407""","=""0.0040""","=""3""","=""""",,"=""24610.88""","=""38748.44""","=""5d4.6s2""","=""1F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""707.181""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""707.378""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""707.430""","=""707.4314""","=""0.0040""","=""4""","=""""",,"=""29853.66""","=""43985.41""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""707.501""","=""707.5115""","=""0.0040""","=""2w""","=""""",,"=""38053.05""","=""52183.20""","=""""","=""*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L153""",
"=""707.585""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""707.675""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""707.874""","=""707.8712""","=""0.0040""","=""2""","=""""",,"=""23930.08""","=""38053.05""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""707.961""","=""707.9609""","=""0.0040""","=""1""","=""""",,"=""18116.84""","=""32238.02""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""708.121""","=""708.1164""","=""0.0040""","=""1""","=""""",,"=""35299.82""","=""49417.90""","=""""","=""""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
"=""708.203""","=""708.1981""","=""0.0040""","=""8w*""","=""""",,"=""17701.18""","=""31817.63""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""708.203""","=""708.2017""","=""0.0040""","=""8w*""","=""""",,"=""19827.68""","=""33944.06""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""708.332""","=""708.3311""","=""0.0040""","=""6""","=""""",,"=""19256.24""","=""33370.04""","=""5d5.(4G).6s""","=""5G""","=""4""","=""5d4.6s.(6D).6p""","=""5F*""","=""5""",,"=""""","=""L153""",
"=""708.381""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""708.899""","=""708.8916""","=""0.0040""","=""1""","=""""",,"=""28347.60""","=""42450.24""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""708.929""","=""708.9238""","=""0.0040""","=""10""","=""""",,"=""28347.60""","=""42449.60""","=""5d5.(4F).6s""","=""5F""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""709.196""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""709.221""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""709.822""","=""709.8208""","=""0.0040""","=""15""","=""""",,"=""29430.50""","=""43514.68""","=""""","=""""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L416""",
"=""710.052""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""710.448""","=""710.4483""","=""0.0040""","=""1""","=""""",,"=""32386.56""","=""46458.30""","=""""","=""*""","=""0""","=""5d4.6s.(6D).7s""","=""5D""","=""1""",,"=""""","=""L153""",
"=""710.486""","=""710.4836""","=""0.0040""","=""3""","=""""",,"=""23930.08""","=""38001.12""","=""5d5.(4D).6s""","=""5D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""710.526""","=""710.5235""","=""0.0040""","=""4""","=""""",,"=""23982.80""","=""38053.05""","=""5d5.(4D).6s""","=""5D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""710.857""","=""710.8570""","=""0.0040""","=""8""","=""""",,"=""27670.48""","=""41734.13""","=""5d5.(4F).6s""","=""5F""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""710.916""","=""710.9116""","=""0.0040""","=""1""","=""""",,"=""31389.08""","=""45451.65""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
"=""710.934""","=""710.9308""","=""0.0040""","=""6""","=""""",,"=""26861.64""","=""40923.83""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""711.118""","=""711.1133""","=""0.0040""","=""10""","=""""",,"=""29393.40""","=""43451.98""","=""5d4.6s.(6D).6p""","=""5P*""","=""2""","=""5d4.6s.(6D).7s""","=""7D""","=""1""",,"=""""","=""L153""",
"=""711.685""","=""711.6839""","=""0.0041""","=""6""","=""""",,"=""28204.20""","=""42251.51""","=""5d5.(4F).6s""","=""5F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""711.819""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""712.705""","=""712.7021""","=""0.0041""","=""10""","=""""",,"=""12161.96""","=""26189.20""","=""5d4.6s2""","=""3H""","=""4""","=""5d4.6s.(6D).6p""","=""7D*""","=""3""",,"=""""","=""L153""",
"=""712.871""","=""712.8714""","=""0.0041""","=""2""","=""""",,"=""33569.53""","=""47593.44""","=""""","=""""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
"=""712.964""","=""712.9614""","=""0.0041""","=""5""","=""""",,"=""27849.80""","=""41871.94""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""713.289""","=""713.2854""","=""0.0041""","=""1""","=""""",,"=""33952.85""","=""47968.62""","=""5d5.(4D).6s""","=""3D""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153,L416""",
"=""713.323""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""713.434""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""713.750""","=""713.7442""","=""0.0041""","=""8""","=""""",,"=""26861.64""","=""40868.40""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""713.804""","=""713.8023""","=""0.0041""","=""3""","=""""",,"=""28233.44""","=""42239.06""","=""5d5.(4F).6s""","=""5F""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
"=""714.052""","=""714.0486""","=""0.0041""","=""40""","=""1.0e+05""",C,"=""13777.71""","=""27778.50""","=""5d4.6s2""","=""3F2""","=""2""","=""5d4.6s.(6D).6p""","=""5D*""","=""1""",,"=""T4976""","=""L153""",
"=""714.240""","=""714.2327""","=""0.0041""","=""2w""","=""""",,"=""29853.66""","=""43850.84""","=""5d5.(4F).6s""","=""5F""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""714.700""","=""""","=""""","=""3w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""714.892""","=""714.8895""","=""0.0041""","=""10""","=""""",,"=""27213.82""","=""41198.14""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
"=""714.955""","=""714.9535""","=""0.0041""","=""8""","=""""",,"=""18974.51""","=""32957.58""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""715.090""","=""""","=""""","=""1w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""715.120""","=""715.1197""","=""0.0041""","=""1""","=""""",,"=""32826.63""","=""46806.45""","=""""","=""""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153,L416""",
"=""715.146""","=""715.1483""","=""0.0041""","=""1""","=""""",,"=""30374.20""","=""44353.46""","=""5d4.6s2""","=""3F1""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""715.280""","=""715.2732""","=""0.0041""","=""1*""","=""""",,"=""38206.38""","=""52183.20""","=""""","=""*""","=""3""","=""""","=""""","=""2""",,"=""""","=""L153""",
"=""715.280""","=""715.2752""","=""0.0041""","=""1*""","=""""",,"=""37146.36""","=""51123.14""","=""""","=""*""","=""4""","=""5d4.6s.(6D).7s""","=""5D""","=""4""",,"=""""","=""L153""",
"=""715.530""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""715.584""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""715.636""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""716.159""","=""716.1540""","=""0.0041""","=""5""","=""""",,"=""28291.88""","=""42251.51""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""716.264""","=""716.2612""","=""0.0041""","=""50""","=""""",,"=""18280.48""","=""32238.02""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
"=""716.353""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""716.690""","=""716.6817""","=""0.0041""","=""10*""","=""""",,"=""32378.40""","=""46327.75""","=""5d5.(2D3).6s""","=""3D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
"=""716.690""","=""716.6894""","=""0.0041""","=""10*""","=""""",,"=""38053.05""","=""52002.25""","=""""","=""*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L153c23""",
"=""717.338""","=""717.3302""","=""0.0041""","=""5w""","=""""",,"=""31077.80""","=""45014.54""","=""""","=""""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153,L416""",
"=""717.649""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""717.985""","=""717.9824""","=""0.0041""","=""10""","=""""",,"=""35731.96""","=""49656.04""","=""""","=""*""","=""2""","=""5d4.6s.(6D).7s""","=""5D""","=""3""",,"=""""","=""L153""",
"=""718.383""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""718.429""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
"=""718.477""","=""718.4716""","=""0.0041""","=""12""","=""""",,"=""20427.84""","=""34342.44""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
"=""718.570""","=""718.5687""","=""0.0041""","=""2w""","=""""",,"=""27670.48""","=""41583.20""","=""5d5.(4F).6s""","=""5F""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
