obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,Unnamed: 17
358.26032,358.26027,0.00026,5,,,30632.927,58537.630,,,9/2,,,7/2,,,L11762,
358.27561,358.27559,0.00026,4,4.23e+05,B,19276.431,47179.941,,,5/2,,,3/2,,T7162,L11762,
358.34617,358.34618,0.00026,6,,,26158.581,54056.594,5d5,4G,9/2,,,9/2,,,L11762,
358.46662,358.46666,0.00026,4,,,27273.753,55162.390,,,7/2,,,5/2,,,L11762,
359.24194,359.23990,0.00194,81bl*,,,20455.888,48284.498,5d4.(3F2).6s,4F,3/2,,,5/2,,,L11762,
359.24194,359.242151,0.001937,81bl*,7.24e+06,B,11301.024,39129.460,5d3.6s2,4F,5/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
359.61723,359.61723,0.00008,16,,,26226.897,54026.309,,,5/2,,,5/2,,,L11762,
359.84314,359.84313,0.00016,8,,,28631.688,56413.649,,,7/2,,,9/2,,,L11762,
360.09329,360.09325,0.00026,5,,,24804.612,52567.276,,,7/2,,,9/2,,,L11762,
360.24520,360.24524,0.00009,15,,,25672.099,53423.050,,,5/2,,,3/2,,,L11762,
360.26866,360.26824,0.00065,2,,,27273.753,55022.932,,,7/2,,,7/2,,,L11762,
360.65999,360.65983,0.00065,2,,,30618.045,58337.096,,,5/2,,,5/2,,,L11762,
360.82560,360.82564,0.00104,2,,,32950.226,60656.540,,,3/2,,,5/2,,,L11762,
360.82870,360.82869,0.00026,6,,,32950.460,60656.540,,,7/2,,,5/2,,,L11762,
361.00481,361.00484,0.00017,8,,,25209.233,52901.794,,,9/2,,,7/2,,,L11762,
361.18289,361.18290,0.00007,22,,,33910.548,61589.457,,,11/2,,,11/2,,,L11762,
361.35176,361.35175,0.00007,19,,,25672.099,53338.075,,,5/2,,,7/2,,,L11762,
361.379023,361.379036,0.000013,133,1.15e+07,B,14634.336,42298.223,5d4.(5D).6s,4D,3/2,,,3/2,,T7162,L11762,
361.46035,361.46036,0.00014,9,,,25672.099,53329.762,,,5/2,,,3/2,,,L11762,
361.76531,361.76515,0.00026,15*,,,23803.702,51438.064,,,7/2,,,5/2,,,L11762,
361.76531,361.76528,0.00026,15*,,,18990.929,46625.281,,,3/2,,,1/2,,,L11762,
361.78153,361.78121,0.00065,2,,,25169.877,52803.012,,,3/2,,,3/2,,,L11762,
361.84414,361.84416,0.00012,12,,,23234.778,50863.106,,,9/2,5d4.(5D).6p,6F*,9/2,,,L11762,
362.07774,362.07761,0.00052,3,,,26526.710,54137.225,5d5,4P,1/2,,,3/2,,,L11762,
362.28315,362.28285,0.00066,2,,,23450.418,51045.292,5d4.(3D).6s,4D,5/2,5d3.(4F).6s.(5F).6p,6F*,7/2,,,L11762,
362.30228,362.30212,0.00066,2,,,28490.920,56084.326,,,3/2,,,3/2,,,L11762,
362.42425,362.42426,0.00026,6,,,37312.218,64896.325,,,7/2,,,7/2,,,L11762,
362.84135,362.84135,0.00003,72,,,20780.358,48332.758,,,9/2,5d3.(4F).6s.(5F).6p,6G*,11/2,,,L11762,
362.89233,362.89235,0.00008,18,,,25045.238,52593.766,5d4.(3D).6s,4D,1/2,,,1/2,,,L11762,
363.00840,363.00861,0.00079,2,,,23955.349,51495.054,,,11/2,,,11/2,,,L11762,
363.09531,363.095340,0.000079,18,,,14857.160,42390.287,,,9/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,,L11762,
363.87988,363.87973,0.00020,7,,,32950.460,60424.237,,,7/2,,,7/2,,,L11762,
363.92071,363.92077,0.00040,3,,,24804.612,52275.291,,,7/2,,,7/2,,,L11762,
364.06550,364.06519,0.00080,2,,,34090.867,61550.649,5d5,4F,9/2,,,7/2,,,L11762,
364.14075,364.14078,0.00003,113,9.91e+06,B,8711.274,36165.356,5d3.6s2,4F,3/2,,,1/2,,T7162,L11762,
364.54161,364.54170,0.00027,5,,,25169.877,52593.766,,,3/2,,,1/2,,,L11762,
364.559582,364.559609,0.000013,134,1.46e+06,B,14967.745,42390.287,,,5/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,T7162,L11762,
364.65801,364.658015,0.000040,39,2.10e+06,B,14634.336,42049.478,5d4.(5D).6s,4D,3/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
365.13872,365.13883,0.00027,5,,,10592.485,37971.528,,,3/2,5d3.(4F).6s.(5F).6p,6G*,3/2,,,L11762,
365.21161,365.21159,0.00017,7,,,20039.682,47413.270,,,7/2,,,5/2,,,L11762,
365.33325,365.33322,0.00020,7,,,18990.929,46355.404,,,3/2,,,5/2,,,L11762,
365.41974,365.41911,0.00147,17bl,,,25209.233,52567.276,,,9/2,,,9/2,,,L11762,
365.47298,365.47296,0.00011,12,,,30632.927,57986.939,,,9/2,,,9/2,,,L11762,
365.64523,365.64526,0.00027,4,,,35925.336,63266.459,,,5/2,,,7/2,,,L11762,
365.75890,365.75890,0.00003,65,6.02e+06,B,8832.728,36165.356,,,1/2,,,1/2,,T7162,L11762,
365.78769,365.787677,0.000040,36,2.62e+06,B,14967.745,42298.223,,,5/2,,,3/2,,T7162,L11762,
365.91242,365.912394,0.000268,4,1.65e+05,B,17436.932,44758.095,5d4.(3H).6s,4H,11/2,,,9/2,,T7162,L11762,
366.06146,366.06180,0.00107,10p,,,25045.238,52355.250,5d4.(3D).6s,4D,1/2,5d4.(5D).6p,4D*,1/2,,,L11762,
366.19489,366.19506,0.00081,2,,,26929.008,54229.082,5d4.(1I).6s,2I,11/2,5d4.(5D).6p,6F*,11/2,,,L11762,
366.69737,366.69728,0.00054,3,,,31446.928,58709.614,,,7/2,,,7/2,,,L11762,
366.92820,366.92852,0.00067,2,,,35315.585,62561.090,,,7/2,,,7/2,,,L11762,
366.98873,366.98871,0.00019,7,,,31446.928,58687.965,,,7/2,,,9/2,,,L11762,
367.25496,367.25494,0.00005,24,,,19403.991,46625.281,,,1/2,,,1/2,,,L11762,
367.48836,367.48825,0.00041,3,,,37312.218,64516.226,,,7/2,,,9/2,,,L11762,
367.74015,367.74016,0.00016,8,,,25169.877,52355.250,,,3/2,5d4.(5D).6p,4D*,1/2,,,L11762,
367.81971,367.81971,0.00009,16,,,26158.581,53338.075,5d5,4G,9/2,,,7/2,,,L11762,
368.35669,368.35673,0.00027,5,,,35826.644,62966.514,,,9/2,,,11/2,,,L11762,
368.63746,368.63762,0.00068,2,,,34447.663,61566.854,,,5/2,,,5/2,,,L11762,
368.73619,368.73609,0.00027,5,,,30618.045,57729.994,,,5/2,,,7/2,,,L11762,
368.74642,368.74658,0.00019,7,,,26226.897,53338.075,,,5/2,,,7/2,,,L11762,
368.83271,368.83274,0.00008,16,,,19070.550,46175.395,,,9/2,,,7/2,,,L11762,
368.93860,368.93861,0.00041,3,,,30632.927,57729.994,,,9/2,,,7/2,,,L11762,
368.95969,368.95969,0.00016,8,,,24991.591,52087.110,,,3/2,,,5/2,,,L11762,
369.02547,369.02530,0.00136,6p,,,31446.928,58537.630,,,7/2,,,7/2,,,L11762,
369.14738,369.147516,0.000409,3,1.60e+05,B,14967.745,42049.478,,,5/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
369.18514,369.18514,0.00007,20,,,19276.431,46355.404,,,5/2,,,5/2,,,L11762,
369.38540,369.38526,0.00055,3,,,35925.336,62989.639,,,5/2,,,5/2,,,L11762,
369.45193,369.45214,0.00055,20p,,,23803.702,50863.106,,,7/2,5d4.(5D).6p,6F*,9/2,,,L11762,
369.77193,369.77194,0.00055,3,,,41583.988,68619.990,,,9/2,,,7/2,,,L11762,
369.78361,369.78369,0.00041,3,,,29341.426,56376.569,,,9/2,,,11/2,,,L11762,
370.49505,370.49511,0.00055,2,,,32950.460,59933.692,,,7/2,,,7/2,,,L11762,
370.53133,370.53151,0.00027,4,,,23450.418,50430.999,5d4.(3D).6s,4D,5/2,,,3/2,,,L11762,
370.74607,370.74586,0.00041,3,,,34090.867,61055.849,5d5,4F,9/2,,,9/2,,,L11762,
370.85040,370.85039,0.00006,31,,,20455.888,47413.270,5d4.(3F2).6s,4F,3/2,,,5/2,,,L11762,
371.22089,371.22090,0.00028,5,,,22194.031,49124.508,,,7/2,,,7/2,,,L11762,
371.58484,371.58491,0.00019,7,,,28118.836,55022.932,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
371.60694,371.60694,0.00003,48,3.02e+06,B,15146.977,42049.478,5d4.(3H).6s,4H,7/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
371.65590,371.65581,0.00028,4,,,19276.431,46175.395,,,5/2,,,7/2,,,L11762,
371.77722,371.77738,0.00028,4,,,31446.928,58337.096,,,7/2,,,5/2,,,L11762,
372.10962,372.10963,0.00014,9,,,32950.226,59816.385,,,3/2,,,3/2,,,L11762,
372.42961,372.42960,0.00056,2,5.70e+05,B,22139.861,48982.939,5d4.(3F2).6s,4F,5/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
373.33003,373.33007,0.00070,2,,,41583.988,68362.322,,,9/2,,,7/2,,,L11762,
373.621222,373.621208,0.000014,141,3.42e+06,B,18000.627,44758.095,,,7/2,,,9/2,,T7162,L11762,
374.17158,374.17181,0.00084,18p,,,19637.309,46355.404,,,5/2,,,5/2,,,L11762,
374.25336,374.25374,0.00028,5,,,26929.008,53641.254,5d4.(1I).6s,2I,11/2,5d3.(4F).6s.(5F).6p,6G*,13/2,,,L11762,
374.55390,374.55390,0.00006,27,,,22139.861,48830.701,5d4.(3F2).6s,4F,5/2,,,7/2,,,L11762,
375.07484,375.07490,0.00042,4,,,25209.233,51862.999,,,9/2,,,7/2,,,L11762,
375.31570,375.31563,0.00056,3,,,22194.031,48830.701,,,7/2,,,7/2,,,L11762,
375.35195,375.35195,0.00013,10,,,30618.045,57252.138,,,5/2,,,5/2,,,L11762,
375.36095,375.36098,0.00018,7,,,24804.612,51438.064,,,7/2,,,5/2,,,L11762,
376.03450,376.03451,0.00011,13,,,28118.836,54704.585,5d4.(3P1).6s,4P,5/2,,,5/2,,,L11762,
376.81463,376.81474,0.00043,3,,,28631.688,55162.390,,,7/2,,,5/2,,,L11762,
376.89714,376.897125,0.000071,20,,,13411.939,39936.842,5d3.6s2,4F,7/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
377.41295,377.41294,0.00010,14,2.08e+06,B,23803.702,50292.354,,,7/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
377.53641,377.53643,0.00057,2,3.48e+05,B,22502.951,48982.939,5d4.(3D).6s,4D,3/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
377.73405,377.73402,0.00020,7,,,18990.929,45457.066,,,3/2,5d4.(5D).6p,6F*,1/2,,,L11762,
377.87017,377.87083,0.00143,11w,,,30632.927,57089.482,,,9/2,,,9/2,,,L11762,
377.91657,377.91647,0.00043,3,,,34447.663,60901.023,,,5/2,,,5/2,,,L11762,
378.01493,378.01488,0.00029,4,,,24991.591,51438.064,,,3/2,,,5/2,,,L11762,
378.26956,378.26997,0.00019,8,,,41583.988,68012.627,,,9/2,,,11/2,,,L11762,
378.55559,378.55565,0.00022,6,,,26158.581,52567.276,5d5,4G,9/2,,,9/2,,,L11762,
378.97074,378.97071,0.00029,5,,,28118.836,54498.608,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
379.13725,379.13735,0.00029,4,,,33910.548,60278.726,,,11/2,,,9/2,,,L11762,
379.15807,379.15797,0.00058,2,,,25169.877,51536.621,,,3/2,,,1/2,,,L11762,
379.33911,379.339065,0.000288,5,2.55e+05,B,18000.627,44354.784,,,7/2,,,5/2,,T7162,L11762,
379.63850,379.63851,0.00043,3,,,34090.867,60424.237,5d5,4F,9/2,,,7/2,,,L11762,
379.89257,379.89312,0.00144,4bl,,,20039.682,46355.404,,,7/2,,,5/2,,,L11762,
380.32540,380.32527,0.00087,2,,,25209.233,51495.054,,,9/2,,,11/2,,,L11762,
380.36512,380.36513,0.00013,11,,,31446.928,57729.994,,,7/2,,,7/2,,,L11762,
380.44971,380.44974,0.00029,5,8.31e+05,B,19276.431,45553.652,,,5/2,,,3/2,,T7162,L11762,
380.65186,380.65165,0.00058,2,,,41583.988,67847.271,,,9/2,,,9/2,,,L11762,
380.74241,380.74241,0.00022,6,,,28118.836,54375.859,5d4.(3P1).6s,4P,5/2,,,5/2,,,L11762,
381.06091,381.06110,0.00044,3,,,35315.585,61550.649,,,7/2,,,7/2,,,L11762,
381.44194,381.44185,0.00029,4,,,34447.663,60656.540,,,5/2,,,5/2,,,L11762,
381.63858,381.63930,0.00146,13bl,3.18e+05,B,23046.724,49242.042,,,7/2,,,5/2,,T7162,L11762,
381.74785,381.74800,0.00292,123p,,,34090.867,60278.726,5d5,4F,9/2,,,9/2,,,L11762,
382.21923,382.21925,0.00016,9,,,16234.715,42390.287,,,5/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,,L11762,
382.30564,382.30565,0.00016,9,1.31e+06,B,19403.991,45553.652,,,1/2,,,3/2,,T7162,L11762,
382.78798,382.78801,0.00029,5,,,26158.581,52275.291,5d5,4G,9/2,,,7/2,,,L11762,
383.43125,383.43126,0.00044,3,,,28631.688,54704.585,,,7/2,,,5/2,,,L11762,
383.56941,383.56939,0.00044,3,,,16234.715,42298.223,,,5/2,,,3/2,,,L11762,
383.72298,383.72300,0.00004,30,,,19403.991,45457.066,,,1/2,5d4.(5D).6p,6F*,1/2,,,L11762,
383.79190,383.79195,0.00044,3,,,26226.897,52275.291,,,5/2,,,7/2,,,L11762,
383.84210,383.84207,0.00022,6,,,35315.585,61360.578,,,7/2,,,9/2,,,L11762,
384.34790,384.34821,0.00044,3,,,35315.585,61326.281,,,7/2,,,7/2,,,L11762,
384.58336,384.58338,0.00018,12*,,,30618.045,56612.836,,,5/2,,,7/2,,,L11762,
384.58336,384.58353,0.00018,12*,,,28490.920,54485.701,,,3/2,,,1/2,,,L11762,
385.11114,385.11119,0.00022,7,2.08e+05,B,20534.191,46493.356,,,11/2,5d3.(4F).6s.(5F).6p,6G*,9/2,,T7162,L11762,
385.15632,385.15632,0.00003,70,3.04e+06,B,13173.337,39129.460,5d4.(5D).6s,4D,1/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
385.18409,385.18425,0.00030,4,,,37312.218,63266.459,,,7/2,,,7/2,,,L11762,
385.68223,385.68224,0.00030,7,1.09e+06,B,18990.929,44911.659,,,3/2,,,3/2,,T7162,L11762,
385.74759,385.74753,0.00045,3,1.55e+05,B,19637.309,45553.652,,,5/2,,,3/2,,T7162,L11762,
385.87970,385.87960,0.00060,2,,,28118.836,54026.309,5d4.(3P1).6s,4P,5/2,,,5/2,,,L11762,
385.99819,385.99816,0.00015,11,,,20455.888,46355.404,5d4.(3F2).6s,4F,3/2,,,5/2,,,L11762,
386.57932,386.57930,0.00012,11,,,30223.744,56084.326,,,3/2,,,3/2,,,L11762,
386.84459,386.84493,0.00060,3,,,34090.867,59933.692,5d5,4F,9/2,,,7/2,,,L11762,
387.15276,387.15282,0.00030,5,,,32486.525,58308.799,,,3/2,,,1/2,,,L11762,
387.26543,387.26546,0.00014,11,6.41e+05,B,16234.715,42049.478,,,5/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
387.38696,387.38708,0.00045,3,2.48e+05,B,19070.550,44877.209,,,9/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
387.51984,387.51987,0.00045,3,,,32950.226,58748.042,,,3/2,,,3/2,,,L11762,
387.72784,387.72787,0.00009,17,,,23046.724,48830.701,,,7/2,,,7/2,,,L11762,
387.99924,387.99892,0.00045,3,,,25672.099,51438.064,,,5/2,,,5/2,,,L11762,
388.32744,388.32739,0.00060,2,,,28631.688,54375.859,,,7/2,,,5/2,,,L11762,
388.33515,388.33537,0.00045,3,,,30632.927,56376.569,,,9/2,,,11/2,,,L11762,
388.79278,388.79282,0.00030,5,,,31538.785,57252.138,,,5/2,,,5/2,,,L11762,
388.92796,388.92797,0.00076,2,,,26158.581,51862.999,5d5,4G,9/2,,,7/2,,,L11762,
389.06461,389.06462,0.00045,3,,,13434.070,39129.460,,,5/2,5d4.(5D).6p,6F*,3/2,,,L11762,
389.18339,389.18345,0.00030,4,,,19070.550,44758.095,,,9/2,,,9/2,,,L11762,
389.27487,389.27497,0.00030,5,,,29341.426,55022.932,,,9/2,,,7/2,,,L11762,
389.38730,389.38741,0.00091,2,,,23450.418,49124.508,5d4.(3D).6s,4D,5/2,,,7/2,,,L11762,
389.69417,389.69428,0.00015,12,,,25209.233,50863.106,,,9/2,5d4.(5D).6p,6F*,9/2,,,L11762,
389.86645,389.86630,0.00046,3,,,31446.928,57089.482,,,7/2,,,9/2,,,L11762,
389.97767,389.97772,0.00023,6,1.34e+06,B,19276.431,44911.659,,,5/2,,,3/2,,T7162,L11762,
390.08706,390.08709,0.00020,8,,,27273.753,52901.794,,,7/2,,,7/2,,,L11762,
390.12866,390.12861,0.00046,3,,,35925.336,61550.649,,,5/2,,,7/2,,,L11762,
390.57663,390.57658,0.00031,5,,,23234.778,48830.701,,,9/2,,,7/2,,,L11762,
390.73666,390.73664,0.00031,4,,,35315.585,60901.023,,,7/2,,,5/2,,,L11762,
390.92876,390.92866,0.00061,3,,,10592.485,36165.356,,,3/2,,,1/2,,,L11762,
391.35946,391.35955,0.00031,4,,,34447.663,59992.379,,,5/2,,,5/2,,,L11762,
391.50226,391.50250,0.00046,4,,,28490.920,54026.309,,,3/2,,,5/2,,,L11762,
391.52473,391.52481,0.00031,4,,,35826.644,61360.578,,,9/2,,,9/2,,,L11762,
391.54651,391.54648,0.00015,9,1.23e+06,B,23450.418,48982.939,5d4.(3D).6s,4D,5/2,5d3.(4F).6s.(5F).6p,6D*,3/2,,T7162,L11762,
392.26081,392.26076,0.00062,3,,,34447.663,59933.692,,,5/2,,,7/2,,,L11762,
392.56492,392.56495,0.00031,5,,,30618.045,56084.326,,,5/2,,,3/2,,,L11762,
392.83478,392.83483,0.00077,2,5.71e+05,B,22139.861,47588.647,5d4.(3F2).6s,4F,5/2,5d4.(5D).6p,6P*,3/2,,T7162,L11762,
393.15504,393.15510,0.00031,4,,,31446.928,56874.983,,,7/2,,,5/2,,,L11762,
393.54325,393.54325,0.00005,39,3.09e+06,B,13173.337,38576.313,5d4.(5D).6s,4D,1/2,,,1/2,,T7162,L11762,
393.66630,393.66629,0.00009,16,,,20780.358,46175.395,,,9/2,,,7/2,,,L11762,
393.67275,393.67273,0.00031,4,,,28631.688,54026.309,,,7/2,,,5/2,,,L11762,
393.68918,393.68918,0.00016,9,,,31538.785,56932.345,,,5/2,,,3/2,,,L11762,
393.81006,393.81013,0.00031,6,,,25045.238,50430.999,5d4.(3D).6s,4D,1/2,,,3/2,,,L11762,
394.15034,394.15026,0.00078,2,3.20e+05,B,18990.929,44354.784,,,3/2,,,5/2,,T7162,L11762,
394.23246,394.23236,0.00016,10,,,32950.226,58308.799,,,3/2,,,1/2,,,L11762,
394.53109,394.53134,0.00078,2,,,31100.286,56439.643,5d5,2I,11/2,5d4.(3H).6p,4H*,13/2,,,L11762,
394.80648,394.80686,0.00047,3,,,31446.928,56768.602,,,7/2,,,7/2,,,L11762,
395.01264,395.01281,0.00017,8,,,34090.867,59399.339,5d5,4F,9/2,,,9/2,,,L11762,
395.10595,395.105951,0.000016,91,,,14634.336,39936.842,5d4.(5D).6s,4D,3/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
395.54613,395.54611,0.00031,4,6.01e+05,B,19637.309,44911.659,,,5/2,,,3/2,,T7162,L11762,
395.56081,395.56084,0.00009,14,,,22139.861,47413.270,5d4.(3F2).6s,4F,5/2,,,5/2,,,L11762,
395.71335,395.71335,0.00009,15,,,28377.585,53641.254,,,11/2,5d3.(4F).6s.(5F).6p,6G*,13/2,,,L11762,
395.75320,395.75325,0.00047,3,,,25169.877,50430.999,,,3/2,,,3/2,,,L11762,
395.94516,395.94526,0.00047,3,,,37312.218,62561.090,,,7/2,,,7/2,,,L11762,
396.08582,396.08601,0.00031,5,4.24e+05,B,19637.309,44877.209,,,5/2,5d4.(5D).6p,6F*,7/2,,T7162,L11762,
396.11936,396.11937,0.00022,6,,,23046.724,48284.498,,,7/2,,,5/2,,,L11762,
396.25414,396.25392,0.00031,3,,,35826.644,61055.849,,,9/2,,,9/2,,,L11762,
396.41059,396.41051,0.00020,7,,,22194.031,47413.270,,,7/2,,,5/2,,,L11762,
396.54113,396.54123,0.00047,3,,,28118.836,53329.762,5d4.(3P1).6s,4P,5/2,,,3/2,,,L11762,
397.25061,397.25059,0.00014,10,,,31446.928,56612.836,,,7/2,,,7/2,,,L11762,
397.89941,397.89949,0.00032,4,,,37312.218,62437.086,,,7/2,,,9/2,,,L11762,
397.93720,397.93736,0.00063,2,4.08e+05,B,25169.877,50292.354,,,3/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
397.98498,397.98502,0.00032,4,,,41583.988,66703.457,,,9/2,,,11/2,,,L11762,
398.41203,398.41188,0.00019,7,,,31347.087,56439.643,5d5,2I,13/2,5d4.(3H).6p,4H*,13/2,,,L11762,
398.63761,398.63753,0.00032,4,3.13e+05,B,19276.431,44354.784,,,5/2,,,5/2,,T7162,L11762,
398.70589,398.70592,0.00013,10,,,31538.785,56612.836,,,5/2,,,7/2,,,L11762,
399.04018,399.04036,0.00064,3,6.59e+05,B,22535.610,47588.647,,,1/2,5d4.(5D).6p,6P*,3/2,,T7162,L11762,
399.24691,399.24685,0.00021,6,7.93e+05,B,22139.861,47179.941,5d4.(3F2).6s,4F,5/2,,,3/2,,T7162,L11762,
399.30413,399.30427,0.00064,2,,,32950.460,57986.939,,,7/2,,,9/2,,,L11762,
399.45553,399.45553,0.00032,5,,,23803.702,48830.701,,,7/2,,,7/2,,,L11762,
400.00819,400.00812,0.00032,4,,,28377.585,53370.011,,,11/2,,,9/2,,,L11762,
400.18790,400.18798,0.00014,12,,,33910.548,58891.742,,,11/2,,,11/2,,,L11762,
400.27641,400.27622,0.00032,4,,,35925.336,60901.023,,,5/2,,,5/2,,,L11762,
400.38185,400.38186,0.00006,21,,,14967.745,39936.842,,,5/2,5d3.(4F).6s.(5F).6p,6G*,5/2,,,L11762,
400.47757,400.47739,0.00032,5,,,35315.585,60278.726,,,7/2,,,9/2,,,L11762,
400.69968,400.69968,0.00048,3,,,28490.920,53440.213,,,3/2,,,1/2,,,L11762,
400.83348,400.83353,0.00032,4,,,35315.585,60256.547,,,7/2,,,7/2,,,L11762,
,400.87075,0.00161,m,,,30223.744,55162.390,,,3/2,,,5/2,,,L11762,
400.97559,400.97552,0.00013,9,,,28490.920,53423.050,,,3/2,,,3/2,,,L11762,
401.32678,401.32662,0.00032,4,,,22502.951,47413.270,5d4.(3D).6s,4D,3/2,,,5/2,,,L11762,
401.69185,401.69208,0.00048,3,1.18e+05,B,29341.426,54229.082,,,9/2,5d4.(5D).6p,6F*,11/2,,T7162,L11762,
402.50321,402.50282,0.00065,2,,,20039.682,44877.209,,,7/2,5d4.(5D).6p,6F*,7/2,,,L11762,
402.55866,402.55869,0.00021,6,,,23450.418,48284.498,5d4.(3D).6s,4D,5/2,,,5/2,,,L11762,
402.89478,402.89490,0.00049,3,,,27273.753,52087.110,,,7/2,,,5/2,,,L11762,
403.38905,403.38910,0.00016,8,,,28118.836,52901.794,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
403.77087,403.77098,0.00033,5,,,30632.927,55392.446,,,9/2,,,9/2,,,L11762,
403.78129,403.78108,0.00033,3,,,25672.099,50430.999,,,5/2,,,3/2,,,L11762,
404.23321,404.23328,0.00033,3,,,35925.336,60656.540,,,5/2,,,5/2,,,L11762,
404.44231,404.44246,0.00082,3p,6.9e+04,B,20039.682,44758.095,,,7/2,,,9/2,,T7162,L11762,
404.67010,404.66983,0.00164,9bl,,,26158.581,50863.106,5d5,4G,9/2,5d4.(5D).6p,6F*,9/2,,,L11762,
406.01618,406.01607,0.00033,4,,,28490.920,53113.533,,,3/2,,,5/2,,,L11762,
406.05486,406.05496,0.00033,4,6.39e+05,B,25672.099,50292.354,,,5/2,5d3.(4F).6s.(5F).6p,6D*,5/2,,T7162,L11762,
406.43720,406.43725,0.00050,3,,,34090.867,58687.965,5d5,4F,9/2,,,9/2,,,L11762,
407.29177,407.29097,0.00066,2,,,31538.785,56084.326,,,5/2,,,3/2,,,L11762,
408.12927,408.12929,0.00005,31,1.21e+06,B,14634.336,39129.460,5d4.(5D).6s,4D,3/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
408.84804,408.84772,0.00050,3,,,35826.644,60278.726,,,9/2,,,9/2,,,L11762,
408.93719,408.93668,0.00184,7p,,,34090.867,58537.630,5d5,4F,9/2,,,7/2,,,L11762,
409.63898,409.63838,0.00067,2,,,30618.045,55022.932,,,5/2,,,7/2,,,L11762,
409.89416,409.89413,0.00018,7,,,18000.627,42390.287,,,7/2,5d3.(4F).6s.(5F).6p,6G*,7/2,,,L11762,
409.91438,409.91433,0.00024,6,,,32486.525,56874.983,,,3/2,,,5/2,,,L11762,
410.10010,410.10013,0.00007,26,,,23955.349,48332.758,,,11/2,5d3.(4F).6s.(5F).6p,6G*,11/2,,,L11762,
410.28291,410.28296,0.00017,9,,,23046.724,47413.270,,,7/2,,,5/2,,,L11762,
411.07001,411.06998,0.00034,4,,,24804.612,49124.508,,,7/2,,,7/2,,,L11762,
411.41802,411.41798,0.00022,7,3.58e+05,B,22194.031,46493.356,,,7/2,5d3.(4F).6s.(5F).6p,6G*,9/2,,T7162,L11762,
412.05162,412.05166,0.00034,7*,,,30223.744,54485.701,,,3/2,,,1/2,,,L11762,
412.05162,412.0518,0.0003,7*,,,34447.663,58709.614,,,5/2,,,7/2,,,L11762,
412.69894,412.69895,0.00010,13,2.83e+05,B,20534.191,44758.095,,,11/2,,,9/2,,T7162,L11762,
413.03636,413.03660,0.00034,4,,,26226.897,50430.999,,,5/2,,,3/2,,,L11762,
413.71665,413.71676,0.00024,6,,,27273.753,51438.064,,,7/2,,,5/2,,,L11762,
413.74557,413.74104,0.00343,43bl,,,24991.591,49154.484,,,3/2,,,1/2,,,L11762,
413.76117,413.76121,0.00009,19,9.07e+05,B,14967.745,39129.460,,,5/2,5d4.(5D).6p,6F*,3/2,,T7162,L11762,
413.85117,413.85130,0.00024,6,,,28118.836,52275.291,5d4.(3P1).6s,4P,5/2,,,7/2,,,L11762,
413.92564,413.92567,0.00069,2,,,30223.744,54375.859,,,3/2,,,5/2,,,L11762,
414.15024,414.15019,0.00024,6,,,32950.460,57089.482,,,7/2,,,9/2,,,L11762,
414.66187,414.66169,0.00052,3,,,25045.238,49154.484,5d4.(3D).6s,4D,1/2,,,1/2,,,L11762,
414.99855,414.99865,0.00034,5,,,22535.610,46625.281,,,1/2,,,1/2,,,L11762,
415.05275,415.05260,0.00069,2,,,30618.045,54704.585,,,5/2,,,5/2,,,L11762,
415.38888,415.38884,0.00021,6,,,35925.336,59992.379,,,5/2,,,5/2,,,L11762,
415.70309,415.70307,0.00010,14,5.78e+05,B,18000.627,42049.478,,,7/2,5d4.(5D).6p,6F*,5/2,,T7162,L11762,
415.71153,415.71156,0.00035,5,,,37312.218,61360.578,,,7/2,,,9/2,,,L11762,
416.81665,416.81658,0.00070,2,,,25169.877,49154.484,,,3/2,,,1/2,,,L11762,
416.87295,416.87295,0.00007,28,,,22194.031,46175.395,,,7/2,,,7/2,,,L11762,
417.10055,417.10062,0.00035,4,,,28118.836,52087.110,5d4.(3P1).6s,4P,5/2,,,5/2,,,L11762,
